Central	kingdom	taxa	np
23_2-keto-3-deoxy-D-arabino-heptulosonate-7-phosphate synthase II (EC 2.5.1.54)	Bacteria	Actinobacteria	Polyketideaclacinomycin
23_2-keto-3-deoxy-D-arabino-heptulosonate-7-phosphate synthase II (EC 2.5.1.54)	Bacteria	Actinobacteria	Polyketideaclacinomycin
23_2-keto-3-deoxy-D-arabino-heptulosonate-7-phosphate synthase II (EC 2.5.1.54)	Bacteria	Actinobacteria	Polyketidecinerubin B
23_2-keto-3-deoxy-D-arabino-heptulosonate-7-phosphate synthase II (EC 2.5.1.54)	Bacteria	Actinobacteria	Polyketidedoxorubicin
23_2-keto-3-deoxy-D-arabino-heptulosonate-7-phosphate synthase II (EC 2.5.1.54)	Bacteria	Unknown	Polyketidefluostatin
23_2-keto-3-deoxy-D-arabino-heptulosonate-7-phosphate synthase II (EC 2.5.1.54)	Bacteria	Actinobacteria	Polyketidegranaticin
23_2-keto-3-deoxy-D-arabino-heptulosonate-7-phosphate synthase II (EC 2.5.1.54)	Bacteria	Actinobacteria	Polyketidecalcimycin
23_2-keto-3-deoxy-D-arabino-heptulosonate-7-phosphate synthase II (EC 2.5.1.54)	Bacteria	Actinobacteria	Polyketidegranaticin
23_2-keto-3-deoxy-D-arabino-heptulosonate-7-phosphate synthase II (EC 2.5.1.54)	Bacteria	Actinobacteria	Polyketidegriseusin
23_2-keto-3-deoxy-D-arabino-heptulosonate-7-phosphate synthase II (EC 2.5.1.54)	Bacteria	Actinobacteria	Polyketidehatomarubigin
23_2-keto-3-deoxy-D-arabino-heptulosonate-7-phosphate synthase II (EC 2.5.1.54)	Bacteria	Actinobacteria	Polyketidejadomycin
23_2-keto-3-deoxy-D-arabino-heptulosonate-7-phosphate synthase II (EC 2.5.1.54)	Bacteria	Actinobacteria	Polyketidekinamycin
23_2-keto-3-deoxy-D-arabino-heptulosonate-7-phosphate synthase II (EC 2.5.1.54)	Bacteria	Actinobacteria	Polyketide / Saccharidelomaiviticin
23_2-keto-3-deoxy-D-arabino-heptulosonate-7-phosphate synthase II (EC 2.5.1.54)	Bacteria	Actinobacteria	Polyketideoviedomycin
23_2-keto-3-deoxy-D-arabino-heptulosonate-7-phosphate synthase II (EC 2.5.1.54)	Bacteria	Actinobacteria	Polyketide / Sacchariderabelomycin
23_2-keto-3-deoxy-D-arabino-heptulosonate-7-phosphate synthase II (EC 2.5.1.54)	Bacteria	Actinobacteria	Polyketiderhodomycin
23_2-keto-3-deoxy-D-arabino-heptulosonate-7-phosphate synthase II (EC 2.5.1.54)	Bacteria	Actinobacteria	Other / Polyketide / SaccharideSF2575
23_2-keto-3-deoxy-D-arabino-heptulosonate-7-phosphate synthase II (EC 2.5.1.54)	Bacteria	Actinobacteria	Polyketidecalcimycin
23_2-keto-3-deoxy-D-arabino-heptulosonate-7-phosphate synthase II (EC 2.5.1.54)	Bacteria	Actinobacteria	Other / Polyketide / SaccharideSF2575
23_2-keto-3-deoxy-D-arabino-heptulosonate-7-phosphate synthase II (EC 2.5.1.54)	Bacteria	Actinobacteria	Polyketidesimocyclinone
23_2-keto-3-deoxy-D-arabino-heptulosonate-7-phosphate synthase II (EC 2.5.1.54)	Bacteria	Firmicutes	NRPbacillibactin
23_2-keto-3-deoxy-D-arabino-heptulosonate-7-phosphate synthase II (EC 2.5.1.54)	Bacteria	Firmicutes	NRPbacillibactin
23_2-keto-3-deoxy-D-arabino-heptulosonate-7-phosphate synthase II (EC 2.5.1.54)	Bacteria	Actinobacteria	NRPcalcium-dependent antibiotic
23_2-keto-3-deoxy-D-arabino-heptulosonate-7-phosphate synthase II (EC 2.5.1.54)	Bacteria	Actinobacteria	NRPcalcium-dependent antibiotic
23_2-keto-3-deoxy-D-arabino-heptulosonate-7-phosphate synthase II (EC 2.5.1.54)	Bacteria	Actinobacteria	NRPcalcium-dependent antibiotic
23_2-keto-3-deoxy-D-arabino-heptulosonate-7-phosphate synthase II (EC 2.5.1.54)	Bacteria	Actinobacteria	NRPcoelibactin
23_2-keto-3-deoxy-D-arabino-heptulosonate-7-phosphate synthase II (EC 2.5.1.54)	Bacteria	Proteobacteria	NRPenterobactin
23_2-keto-3-deoxy-D-arabino-heptulosonate-7-phosphate synthase II (EC 2.5.1.54)	Bacteria	Proteobacteria	NRPfimsbactin
23_2-keto-3-deoxy-D-arabino-heptulosonate-7-phosphate synthase II (EC 2.5.1.54)	Bacteria	Actinobacteria	Polyketidecandicidin
23_2-keto-3-deoxy-D-arabino-heptulosonate-7-phosphate synthase II (EC 2.5.1.54)	Bacteria	Actinobacteria	NRPfuscachelin
23_2-keto-3-deoxy-D-arabino-heptulosonate-7-phosphate synthase II (EC 2.5.1.54)	Bacteria	Actinobacteria	NRPgriseobactin
23_2-keto-3-deoxy-D-arabino-heptulosonate-7-phosphate synthase II (EC 2.5.1.54)	Bacteria	Actinobacteria	NRPmirubactin
23_2-keto-3-deoxy-D-arabino-heptulosonate-7-phosphate synthase II (EC 2.5.1.54)	Bacteria	Firmicutes	NRPpaenibactin
23_2-keto-3-deoxy-D-arabino-heptulosonate-7-phosphate synthase II (EC 2.5.1.54)	Bacteria	Firmicutes	NRPpaenibactin
23_2-keto-3-deoxy-D-arabino-heptulosonate-7-phosphate synthase II (EC 2.5.1.54)	Bacteria	Proteobacteria	NRPtilivalline
23_2-keto-3-deoxy-D-arabino-heptulosonate-7-phosphate synthase II (EC 2.5.1.54)	Bacteria	Proteobacteria	NRPtilivalline
23_2-keto-3-deoxy-D-arabino-heptulosonate-7-phosphate synthase II (EC 2.5.1.54)	Bacteria	Proteobacteria	NRPtilivalline
23_2-keto-3-deoxy-D-arabino-heptulosonate-7-phosphate synthase II (EC 2.5.1.54)	Bacteria	Actinobacteria	NRPtomaymycin
23_2-keto-3-deoxy-D-arabino-heptulosonate-7-phosphate synthase II (EC 2.5.1.54)	Bacteria	Actinobacteria	NRPtomaymycin
23_2-keto-3-deoxy-D-arabino-heptulosonate-7-phosphate synthase II (EC 2.5.1.54)	Bacteria	Actinobacteria	PolyketideFR-008
23_2-keto-3-deoxy-D-arabino-heptulosonate-7-phosphate synthase II (EC 2.5.1.54)	Bacteria	Actinobacteria	NRPtomaymycin
23_2-keto-3-deoxy-D-arabino-heptulosonate-7-phosphate synthase II (EC 2.5.1.54)	Bacteria	Proteobacteria	NRPturnerbactin
23_2-keto-3-deoxy-D-arabino-heptulosonate-7-phosphate synthase II (EC 2.5.1.54)	Bacteria	Proteobacteria	NRPvanchrobactin
23_2-keto-3-deoxy-D-arabino-heptulosonate-7-phosphate synthase II (EC 2.5.1.54)	Bacteria	Proteobacteria	NRPvulnibactin
23_2-keto-3-deoxy-D-arabino-heptulosonate-7-phosphate synthase II (EC 2.5.1.54)	Bacteria	Actinobacteria	TerpeneKS-505a
23_2-keto-3-deoxy-D-arabino-heptulosonate-7-phosphate synthase II (EC 2.5.1.54)	Bacteria	Cyanobacteria	Alkaloid / Terpenewelwitindolinone
23_2-keto-3-deoxy-D-arabino-heptulosonate-7-phosphate synthase II (EC 2.5.1.54)	Bacteria	Cyanobacteria	Alkaloid / Terpenewelwitindolinone
23_2-keto-3-deoxy-D-arabino-heptulosonate-7-phosphate synthase II (EC 2.5.1.54)	Bacteria	Actinobacteria	Terpenediazepinomicin
23_2-keto-3-deoxy-D-arabino-heptulosonate-7-phosphate synthase II (EC 2.5.1.54)	Bacteria	Actinobacteria	Terpenediazepinomicin
23_2-keto-3-deoxy-D-arabino-heptulosonate-7-phosphate synthase II (EC 2.5.1.54)	Bacteria	Actinobacteria	Terpenediazepinomicin
23_2-keto-3-deoxy-D-arabino-heptulosonate-7-phosphate synthase II (EC 2.5.1.54)	Bacteria	Actinobacteria	Polyketidekedarcidin
23_2-keto-3-deoxy-D-arabino-heptulosonate-7-phosphate synthase II (EC 2.5.1.54)	Bacteria	Actinobacteria	Saccharidehygromycin A
23_2-keto-3-deoxy-D-arabino-heptulosonate-7-phosphate synthase II (EC 2.5.1.54)	Bacteria	Cyanobacteria	Alkaloidscytonemin
23_2-keto-3-deoxy-D-arabino-heptulosonate-7-phosphate synthase II (EC 2.5.1.54)	Bacteria	Cyanobacteria	Alkaloidscytonemin
